종목코드,Assets,Liabilities ,SetDate
001750,1.96771E+12,1.61664E+12,2020-12-31
001750,4.51374E+12,4.14313E+12,2021-03-31
001750,3.78203E+12,3.38172E+12,2021-06-30
001750,3.33846E+12,2.91866E+12,2021-09-30
001750,1.6334E+12,1.20105E+12,2021-12-31
001750,4.20865E+12,3.77528E+12,2022-03-31
001750,3.91323E+12,3.43827E+12,2022-06-30
001750,4.2433E+12,3.76536E+12,2022-09-30
001750,1.50289E+12,1.0435E+12,2022-12-31
003530,7.48743E+12,6.69283E+12,2015-12-31
003530,6.265E+12,5.53908E+12,2016-03-31
003530,6.11178E+12,5.45999E+12,2016-06-30
003530,6.33762E+12,5.49195E+12,2016-09-30
003530,6.70164E+12,5.87641E+12,2016-12-31
003530,7.05507E+12,6.21277E+12,2017-03-31
003530,7.04705E+12,6.1889E+12,2017-06-30
003530,6.57368E+12,5.70879E+12,2017-09-30
003530,6.44096E+12,5.56876E+12,2017-12-31
003530,6.99626E+12,6.10245E+12,2018-03-31
003530,7.36142E+12,6.44745E+12,2018-06-30
003530,7.17624E+12,6.24072E+12,2018-09-30
003530,6.85902E+12,5.9137E+12,2018-12-31
003530,7.49642E+12,6.52271E+12,2019-03-31
003530,8.29188E+12,7.28501E+12,2019-06-30
003530,7.90011E+12,6.77554E+12,2019-09-30
003530,9.11939E+12,7.9632E+12,2019-12-31
003530,1.00653E+13,8.94904E+12,2020-03-31
003530,1.06817E+13,9.51473E+12,2020-06-30
003530,1.01149E+13,8.89684E+12,2020-09-30
003530,1.12582E+13,1.00082E+13,2020-12-31
003530,1.07762E+13,9.47176E+12,2021-03-31
003530,1.08141E+13,9.32628E+12,2021-06-30
003530,1.07697E+13,9.1837E+12,2021-09-30
003530,1.09894E+13,9.12867E+12,2021-12-31
003530,1.09531E+13,9.07966E+12,2022-03-31
003530,1.11815E+13,9.35516E+12,2022-06-30
003530,1.2324E+13,1.06551E+13,2022-09-30
003530,1.11097E+13,9.52469E+12,2022-12-31
001500,5.0388E+12,4.31773E+12,2015-12-31
001500,6.65692E+12,5.93525E+12,2016-03-31
001500,6.83737E+12,6.092E+12,2016-06-30
001500,6.85867E+12,6.10387E+12,2016-09-30
001500,5.13731E+12,4.38385E+12,2016-12-31
001500,7.08951E+12,6.33468E+12,2017-03-31
001500,7.4727E+12,6.70476E+12,2017-06-30
001500,7.24676E+12,6.45707E+12,2017-09-30
001500,6.38001E+12,5.5887E+12,2017-12-31
001500,7.3216E+12,6.52583E+12,2018-03-31
001500,7.23247E+12,6.42554E+12,2018-06-30
001500,6.53898E+12,5.70976E+12,2018-09-30
001500,5.86011E+12,5.02635E+12,2018-12-31
001500,7.5592E+12,6.71729E+12,2019-03-31
001500,7.42152E+12,6.55584E+12,2019-06-30
001500,7.1122E+12,6.23164E+12,2019-09-30
001500,6.55407E+12,5.56548E+12,2019-12-31
001500,8.93591E+12,7.94425E+12,2020-03-31
001500,9.54113E+12,8.51039E+12,2020-06-30
001500,9.20353E+12,8.13096E+12,2020-09-30
001500,8.64798E+12,7.58265E+12,2020-12-31
001500,1.01069E+13,9.02078E+12,2021-03-31
001500,9.16607E+12,8.04774E+12,2021-06-30
001500,8.97285E+12,7.82369E+12,2021-09-30
001500,7.96549E+12,6.80626E+12,2021-12-31
001500,9.15655E+12,8.0023E+12,2022-03-31
001500,8.48394E+12,7.27206E+12,2022-06-30
001500,9.54192E+12,8.31151E+12,2022-09-30
001500,9.43177E+12,8.21553E+12,2022-12-31
029780,1.89528E+13,1.22471E+13,2015-12-31
029780,1.86456E+13,1.20379E+13,2016-03-31
029780,1.92599E+13,1.25598E+13,2016-06-30
029780,2.02189E+13,1.35423E+13,2016-09-30
029780,2.17093E+13,1.50789E+13,2016-12-31
029780,2.08941E+13,1.43066E+13,2017-03-31
029780,2.18185E+13,1.51224E+13,2017-06-30
029780,2.3484E+13,1.6697E+13,2017-09-30
029780,2.30355E+13,1.61235E+13,2017-12-31
029780,2.35202E+13,1.68061E+13,2018-03-31
029780,2.43798E+13,1.76333E+13,2018-06-30
029780,2.48877E+13,1.80759E+13,2018-09-30
029780,2.30047E+13,1.62286E+13,2018-12-31
029780,2.32587E+13,1.65314E+13,2019-03-31
029780,2.20747E+13,1.53068E+13,2019-06-30
029780,2.18114E+13,1.49846E+13,2019-09-30
029780,2.19716E+13,1.50676E+13,2019-12-31
029780,2.21531E+13,1.5361E+13,2020-03-31
029780,2.29759E+13,1.60687E+13,2020-06-30
029780,2.44201E+13,1.73609E+13,2020-09-30
029780,2.33537E+13,1.62357E+13,2020-12-31
029780,2.37869E+13,1.66999E+13,2021-03-31
029780,2.51469E+13,1.78956E+13,2021-06-30
029780,2.6317E+13,1.89324E+13,2021-09-30
029780,2.7003E+13,1.95102E+13,2021-12-31
029780,2.74662E+13,2.00328E+13,2022-03-31
029780,2.88261E+13,2.12354E+13,2022-06-30
029780,2.94392E+13,2.16991E+13,2022-09-30
029780,2.94073E+13,2.15659E+13,2022-12-31
123890,3.20545E+11,1.03908E+11,2015-12-31
123890,3.38643E+11,1.17217E+11,2016-03-31
123890,3.56108E+11,1.21447E+11,2016-06-30
123890,5.02464E+11,1.33853E+11,2016-09-30
123890,5.21721E+11,1.32489E+11,2016-12-31
123890,5.48474E+11,1.50359E+11,2017-03-31
123890,6.21722E+11,1.92597E+11,2017-06-30
123890,6.81427E+11,2.27912E+11,2017-09-30
123890,7.18192E+11,2.4207E+11,2017-12-31
123890,7.74817E+11,3.02948E+11,2018-03-31
123890,7.8158E+11,2.80947E+11,2018-06-30
123890,8.52971E+11,3.33687E+11,2018-09-30
123890,9.4451E+11,3.95664E+11,2018-12-31
123890,1.13296E+12,5.82725E+11,2019-03-31
123890,1.20219E+12,6.34361E+11,2019-06-30
123890,1.14175E+12,5.51768E+11,2019-09-30
123890,1.15156E+12,5.43803E+11,2019-12-31
123890,1.14514E+12,5.32928E+11,2020-03-31
123890,1.13866E+12,4.96288E+11,2020-06-30
123890,1.08224E+12,4.09071E+11,2020-09-30
123890,1.09235E+12,3.8431E+11,2020-12-31
123890,1.10594E+12,4.0461E+11,2021-03-31
123890,1.04023E+12,3.14954E+11,2021-06-30
123890,9.7044E+11,2.2746E+11,2021-09-30
123890,9.64064E+11,2.01495E+11,2021-12-31
123890,9.86028E+11,2.2638E+11,2022-03-31
123890,9.34764E+11,1.57626E+11,2022-06-30
123890,9.44714E+11,1.47534E+11,2022-09-30
123890,9.69757E+11,1.57941E+11,2022-12-31
034830,6.44684E+11,1.55304E+11,2015-12-31
034830,7.00785E+11,2.06344E+11,2016-03-31
034830,6.87553E+11,1.74554E+11,2016-06-30
034830,8.15177E+11,2.78247E+11,2016-09-30
034830,9.14054E+11,3.52757E+11,2016-12-31
034830,9.87866E+11,4.1647E+11,2017-03-31
034830,1.01468E+12,4.09631E+11,2017-06-30
034830,1.06427E+12,4.26915E+11,2017-09-30
034830,1.14549E+12,4.73885E+11,2017-12-31
034830,1.11903E+12,4.56473E+11,2018-03-31
034830,1.15107E+12,4.57372E+11,2018-06-30
034830,1.25562E+12,5.3064E+11,2018-09-30
034830,1.28363E+12,5.3547E+11,2018-12-31
034830,1.22836E+12,4.78041E+11,2019-03-31
034830,1.34768E+12,5.74946E+11,2019-06-30
034830,1.26903E+12,4.78734E+11,2019-09-30
034830,1.30981E+12,5.16331E+11,2019-12-31
034830,1.3456E+12,5.53927E+11,2020-03-31
034830,1.33987E+12,5.45366E+11,2020-06-30
034830,1.41536E+12,6.13062E+11,2020-09-30
034830,1.37741E+12,5.60191E+11,2020-12-31
034830,1.36235E+12,5.56657E+11,2021-03-31
034830,1.39016E+12,5.56139E+11,2021-06-30
034830,1.4299E+12,5.66394E+11,2021-09-30
034830,1.45227E+12,5.89453E+11,2021-12-31
034830,1.53364E+12,6.85412E+11,2022-03-31
034830,1.44815E+12,5.85408E+11,2022-06-30
034830,1.46491E+12,5.89268E+11,2022-09-30
034830,1.47438E+12,5.94274E+11,2022-12-31
021880,41830000000,17669000000,2015-12-31
021880,45876000000,18696000000,2016-03-31
021880,51052000000,16172000000,2016-06-30
021880,73446000000,40246000000,2016-09-30
021880,91359000000,58726000000,2016-12-31
021880,95649000000,61664000000,2017-03-31
021880,1.05895E+11,73938000000,2017-06-30
021880,1.03276E+11,70346000000,2017-09-30
021880,78154000000,37721000000,2017-12-31
021880,76578000000,33982000000,2018-03-31
021880,77181000000,34134000000,2018-06-30
021880,77119000000,31586000000,2018-09-30
021880,68400000000,24223000000,2018-12-31
021880,73358000000,35660000000,2019-03-31
021880,70436000000,32223000000,2019-06-30
021880,65489000000,30270000000,2019-09-30
021880,65296000000,27719000000,2019-12-31
021880,47638000000,17069000000,2020-03-31
021880,39587000000,9590000000,2020-06-30
021880,39373000000,7647000000,2020-09-30
021880,41810000000,10440000000,2020-12-31
021880,42939000000,10606000000,2021-03-31
021880,68551000000,10884000000,2021-06-30
021880,67889000000,10641000000,2021-09-30
021880,67584000000,10598000000,2021-12-31
021880,67213000000,10701000000,2022-03-31
021880,67179000000,10660000000,2022-06-30
021880,68062000000,12223000000,2022-09-30
021880,64802000000,10928000000,2022-12-31
023760,1.36809E+12,1.17728E+12,2015-12-31
023760,1.39567E+12,1.20461E+12,2016-03-31
023760,1.4658E+12,1.27206E+12,2016-06-30
023760,1.49174E+12,1.29416E+12,2016-09-30
023760,1.47331E+12,1.27503E+12,2016-12-31
023760,1.54272E+12,1.34563E+12,2017-03-31
023760,1.53019E+12,1.332E+12,2017-06-30
023760,1.49448E+12,1.29575E+12,2017-09-30
023760,1.57969E+12,1.38095E+12,2017-12-31
023760,1.74021E+12,1.55663E+12,2018-03-31
023760,1.76328E+12,1.57562E+12,2018-06-30
023760,1.83563E+12,1.58472E+12,2018-09-30
023760,1.93159E+12,1.67854E+12,2018-12-31
023760,2.08184E+12,1.82454E+12,2019-03-31
023760,2.10677E+12,1.84224E+12,2019-06-30
023760,2.23209E+12,1.96355E+12,2019-09-30
023760,2.26797E+12,1.9803E+12,2019-12-31
023760,2.37055E+12,2.08188E+12,2020-03-31
023760,2.43534E+12,2.13887E+12,2020-06-30
023760,2.5568E+12,2.24962E+12,2020-09-30
023760,2.67795E+12,2.37123E+12,2020-12-31
023760,2.81783E+12,2.49819E+12,2021-03-31
023760,3.04105E+12,2.7174E+12,2021-06-30
023760,3.28892E+12,2.90221E+12,2021-09-30
023760,3.29925E+12,2.89502E+12,2021-12-31
023760,3.54027E+12,3.12534E+12,2022-03-31
023760,3.56645E+12,3.13321E+12,2022-06-30
023760,3.73381E+12,3.2833E+12,2022-09-30
023760,3.46833E+12,3.01168E+12,2022-12-31
007330,1.90105E+11,7.54209E+11,2015-12-31
007330,1.95514E+11,7.41674E+11,2016-03-31
007330,2.04409E+11,7.18492E+11,2016-06-30
007330,2.10572E+11,6.92918E+11,2016-09-30
007330,2.15547E+11,8.40513E+11,2016-12-31
007330,2.14269E+11,7.31481E+11,2017-03-31
007330,2.23592E+11,7.25842E+11,2017-06-30
007330,2.26916E+11,7.5221E+11,2017-09-30
007330,2.31225E+11,7.97851E+11,2017-12-31
007330,2.2881E+11,7.88328E+11,2018-03-31
007330,2.37805E+11,7.64788E+11,2018-06-30
007330,2.45204E+11,7.76E+11,2018-09-30
007330,2.47613E+11,8.00536E+11,2018-12-31
007330,2.48627E+11,8.19704E+11,2019-03-31
007330,2.53431E+11,7.79991E+11,2019-06-30
007330,2.55609E+11,7.58015E+11,2019-09-30
007330,2.65361E+11,7.30005E+11,2019-12-31
007330,2.61742E+11,6.89329E+11,2020-03-31
007330,2.66584E+11,6.908E+11,2020-06-30
007330,2.72126E+11,7.37771E+11,2020-09-30
007330,2.77693E+11,7.98438E+11,2020-12-31
007330,2.73195E+11,8.3065E+11,2021-03-31
007330,2.8365E+11,8.46691E+11,2021-06-30
007330,2.92354E+11,8.17789E+11,2021-09-30
007330,2.96327E+11,9.09151E+11,2021-12-31
007330,2.87699E+11,9.49116E+11,2022-03-31
007330,2.90074E+11,1.04104E+12,2022-06-30
007330,3.04704E+11,1.07348E+12,2022-09-30
007330,3.09402E+11,3.09402E+11,2022-12-31
138930,6.19068E+12,8.40889E+13,2015-12-31
138930,6.78072E+12,8.32401E+13,2016-03-31
138930,6.94519E+12,8.59241E+13,2016-06-30
138930,7.07109E+12,8.57758E+13,2016-09-30
138930,7.08715E+12,8.6395E+13,2016-12-31
138930,7.18049E+12,8.7864E+13,2017-03-31
138930,7.34433E+12,8.94512E+13,2017-06-30
138930,7.78806E+12,8.8306E+13,2017-09-30
138930,7.65602E+12,8.6694E+13,2017-12-31
138930,7.93269E+12,8.80007E+13,2018-03-31
138930,8.2918E+12,8.95898E+13,2018-06-30
138930,8.47311E+12,9.15598E+13,2018-09-30
138930,8.42496E+12,9.03686E+13,2018-12-31
138930,8.59139E+12,9.36612E+13,2019-03-31
138930,8.87024E+12,9.53459E+13,2019-06-30
138930,9.15028E+12,9.57336E+13,2019-09-30
138930,9.18117E+12,9.53576E+13,2019-12-31
138930,9.33679E+12,9.68695E+13,2020-03-31
138930,9.50505E+12,1.02007E+14,2020-06-30
138930,9.58295E+12,1.01405E+14,2020-09-30
138930,9.62628E+12,1.04531E+14,2020-12-31
138930,9.69447E+12,1.10074E+14,2021-03-31
138930,9.94606E+12,1.15389E+14,2021-06-30
138930,1.02027E+13,1.19617E+14,2021-09-30
138930,1.02232E+13,1.18064E+14,2021-12-31
138930,1.02702E+13,1.22412E+14,2022-03-31
138930,1.08081E+13,1.24495E+14,2022-06-30
138930,1.0776E+13,1.26094E+14,2022-09-30
138930,1.08323E+13,1.26134E+14,2022-12-31
175330,2.67874E+12,3.71324E+13,2015-12-31
175330,2.71708E+12,3.82881E+13,2016-03-31
175330,2.78713E+12,3.97241E+13,2016-06-30
175330,2.92916E+12,4.13586E+13,2016-09-30
175330,2.96381E+12,4.28351E+13,2016-12-31
175330,2.98569E+12,4.33458E+13,2017-03-31
175330,3.09275E+12,4.39586E+13,2017-06-30
175330,3.17551E+12,4.46859E+13,2017-09-30
175330,3.08638E+12,4.45073E+13,2017-12-31
175330,3.0989E+12,4.48088E+13,2018-03-31
175330,3.27826E+12,4.43996E+13,2018-06-30
175330,3.45105E+12,4.37181E+13,2018-09-30
175330,3.45775E+12,4.33215E+13,2018-12-31
175330,3.52092E+12,4.30064E+13,2019-03-31
175330,3.89345E+12,4.26583E+13,2019-06-30
175330,3.78602E+12,4.29403E+13,2019-09-30
175330,3.81978E+12,4.37098E+13,2019-12-31
175330,3.86912E+12,4.52765E+13,2020-03-31
175330,3.95531E+12,4.78989E+13,2020-06-30
175330,3.96172E+12,4.8899E+13,2020-09-30
175330,4.02886E+12,4.93466E+13,2020-12-31
175330,4.07488E+12,4.96986E+13,2021-03-31
175330,4.1695E+12,5.0376E+13,2021-06-30
175330,4.22803E+12,5.13408E+13,2021-09-30
175330,4.32669E+12,5.2069E+13,2021-12-31
175330,4.34574E+12,5.36173E+13,2022-03-31
175330,4.47969E+12,5.44511E+13,2022-06-30
175330,4.63793E+12,5.5516E+13,2022-09-30
175330,4.76301E+12,5.50652E+13,2022-12-31
139130,3.77715E+12,4.73673E+13,2015-12-31
139130,3.8387E+12,4.84741E+13,2016-03-31
139130,3.94458E+12,4.95204E+13,2016-06-30
139130,4.00551E+12,4.88948E+13,2016-09-30
139130,3.97233E+12,4.94901E+13,2016-12-31
139130,4.01812E+12,5.12606E+13,2017-03-31
139130,4.11424E+12,5.27558E+13,2017-06-30
139130,4.18004E+12,5.36641E+13,2017-09-30
139130,4.19579E+12,5.2538E+13,2017-12-31
139130,4.42992E+12,5.35713E+13,2018-03-31
139130,4.5453E+12,5.46554E+13,2018-06-30
139130,4.73494E+12,5.45957E+13,2018-09-30
139130,5.06308E+12,5.99775E+13,2018-12-31
139130,5.12906E+12,6.36525E+13,2019-03-31
139130,5.25078E+12,6.42157E+13,2019-06-30
139130,5.43338E+12,6.43064E+13,2019-09-30
139130,5.42834E+12,6.69694E+13,2019-12-31
139130,5.56307E+12,6.97443E+13,2020-03-31
139130,5.67369E+12,7.2569E+13,2020-06-30
139130,5.81837E+12,7.3828E+13,2020-09-30
139130,5.80405E+12,7.41678E+13,2020-12-31
139130,5.90328E+12,7.75938E+13,2021-03-31
139130,6.0605E+12,8.0266E+13,2021-06-30
139130,6.28505E+12,7.98623E+13,2021-09-30
139130,6.32733E+12,7.95787E+13,2021-12-31
139130,6.19623E+12,8.32025E+13,2022-03-31
139130,6.12444E+12,8.3423E+13,2022-06-30
139130,6.1395E+12,8.7846E+13,2022-09-30
139130,6.21516E+12,8.4802E+13,2022-12-31
138040,3.62934E+12,2.83969E+13,2015-12-31
138040,3.659E+12,3.29499E+13,2016-03-31
138040,4.18448E+12,3.26808E+13,2016-06-30
138040,4.35437E+12,3.51757E+13,2016-09-30
138040,3.98659E+12,3.35571E+13,2016-12-31
138040,3.97983E+12,3.76351E+13,2017-03-31
138040,4.6541E+12,3.66365E+13,2017-06-30
138040,4.74714E+12,3.57112E+13,2017-09-30
138040,4.83192E+12,3.72209E+13,2017-12-31
138040,4.629E+12,4.18051E+13,2018-03-31
138040,4.83704E+12,4.54301E+13,2018-06-30
138040,5.03085E+12,4.69178E+13,2018-09-30
138040,5.45464E+12,4.67506E+13,2018-12-31
138040,5.5918E+12,5.1252E+13,2019-03-31
138040,6.05545E+12,5.33041E+13,2019-06-30
138040,6.23647E+12,5.57952E+13,2019-09-30
138040,5.96187E+12,5.58022E+13,2019-12-31
138040,5.97221E+12,6.00051E+13,2020-03-31
138040,6.45621E+12,6.14897E+13,2020-06-30
138040,6.78844E+12,6.15098E+13,2020-09-30
138040,6.87731E+12,6.26871E+13,2020-12-31
138040,6.55503E+12,6.62152E+13,2021-03-31
138040,6.64406E+12,6.87651E+13,2021-06-30
138040,6.81113E+12,7.08423E+13,2021-09-30
138040,6.88329E+12,7.51476E+13,2021-12-31
138040,6.33471E+12,8.01011E+13,2022-03-31
138040,5.72438E+12,8.35371E+13,2022-06-30
138040,5.55055E+12,8.54867E+13,2022-09-30
138040,5.95585E+12,8.68013E+13,2022-12-31
055550,3.18096E+13,3.3873E+14,2015-12-31
055550,3.09571E+13,3.4759E+14,2016-03-31
055550,3.14382E+13,3.58847E+14,2016-06-30
055550,3.15443E+13,3.67441E+14,2016-09-30
055550,3.1745E+13,3.63935E+14,2016-12-31
055550,3.19281E+13,3.73068E+14,2017-03-31
055550,3.2689E+13,3.81222E+14,2017-06-30
055550,3.36878E+13,3.96105E+14,2017-09-30
055550,3.37025E+13,3.92603E+14,2017-12-31
055550,3.31543E+13,4.00534E+14,2018-03-31
055550,3.42989E+13,4.18983E+14,2018-06-30
055550,3.60165E+13,4.2169E+14,2018-09-30
055550,3.66514E+13,4.22949E+14,2018-12-31
055550,3.85944E+13,4.75271E+14,2019-03-31
055550,4.07369E+13,4.89413E+14,2019-06-30
055550,4.16971E+13,5.04201E+14,2019-09-30
055550,4.19304E+13,5.10489E+14,2019-12-31
055550,4.1942E+13,5.36156E+14,2020-03-31
055550,4.29574E+13,5.35394E+14,2020-06-30
055550,4.59298E+13,5.45905E+14,2020-09-30
055550,4.63569E+13,5.58877E+14,2020-12-31
055550,4.67426E+13,5.71994E+14,2021-03-31
055550,4.84664E+13,5.77577E+14,2021-06-30
055550,4.94157E+13,5.89239E+14,2021-09-30
055550,4.95384E+13,5.98614E+14,2021-12-31
055550,4.95335E+13,6.17192E+14,2022-03-31
055550,4.96983E+13,6.33528E+14,2022-06-30
055550,5.08513E+13,6.45367E+14,2022-09-30
055550,5.11304E+13,6.24754E+14,2022-12-31
316140,2.22018E+13,3.22947E+14,2019-03-31
316140,2.28382E+13,3.36563E+14,2019-06-30
316140,2.42813E+13,3.46303E+14,2019-09-30
316140,2.54923E+13,3.36488E+14,2019-12-31
316140,2.5805E+13,3.52409E+14,2020-03-31
316140,2.57517E+13,3.54326E+14,2020-06-30
316140,2.62088E+13,3.5463E+14,2020-09-30
316140,2.67258E+13,3.72355E+14,2020-12-31
316140,2.71783E+13,3.88926E+14,2021-03-31
316140,2.81602E+13,3.9311E+14,2021-06-30
316140,2.83148E+13,4.0987E+14,2021-09-30
316140,2.88502E+13,4.18334E+14,2021-12-31
316140,2.93013E+13,4.36403E+14,2022-03-31
316140,2.9506E+13,4.5544E+14,2022-06-30
316140,3.11284E+13,4.70941E+14,2022-09-30
316140,3.16273E+13,4.48847E+14,2022-12-31
086790,2.29717E+13,3.03941E+14,2015-12-31
086790,2.31234E+13,3.13255E+14,2016-03-31
086790,2.35471E+13,3.03138E+14,2016-06-30
086790,2.36666E+13,3.07856E+14,2016-09-30
086790,2.339E+13,3.24787E+14,2016-12-31
086790,2.35325E+13,3.19452E+14,2017-03-31
086790,2.42797E+13,3.24765E+14,2017-06-30
086790,2.47159E+13,3.38605E+14,2017-09-30
086790,2.48279E+13,3.35261E+14,2017-12-31
086790,2.53009E+13,3.43608E+14,2018-03-31
086790,2.59831E+13,3.47248E+14,2018-06-30
086790,2.64738E+13,3.55396E+14,2018-09-30
086790,2.71085E+13,3.579E+14,2018-12-31
086790,2.73709E+13,3.66158E+14,2019-03-31
086790,2.85677E+13,3.7692E+14,2019-06-30
086790,2.90472E+13,3.91099E+14,2019-09-30
086790,2.89848E+13,3.92521E+14,2019-12-31
086790,2.90787E+13,4.10611E+14,2020-03-31
086790,3.04486E+13,4.11046E+14,2020-06-30
086790,3.14494E+13,4.12942E+14,2020-09-30
086790,3.16003E+13,4.28713E+14,2020-12-31
086790,3.20054E+13,4.43636E+14,2021-03-31
086790,3.32645E+13,4.54268E+14,2021-06-30
086790,3.43931E+13,4.68072E+14,2021-09-30
086790,3.54993E+13,4.66946E+14,2021-12-31
086790,3.55662E+13,4.94688E+14,2022-03-31
086790,3.65303E+13,5.14043E+14,2022-06-30
086790,3.70731E+13,5.61026E+14,2022-09-30
086790,3.74189E+13,5.31454E+14,2022-12-31
071050,3.17085E+12,2.83502E+13,2015-12-31
071050,3.20491E+12,3.22336E+13,2016-03-31
071050,3.26778E+12,3.30169E+13,2016-06-30
071050,3.31261E+12,3.37528E+13,2016-09-30
071050,3.4995E+12,3.38187E+13,2016-12-31
071050,3.5489E+12,3.62477E+13,2017-03-31
071050,3.83316E+12,3.72277E+13,2017-06-30
071050,4.11805E+12,4.21008E+13,2017-09-30
071050,4.13726E+12,4.46058E+13,2017-12-31
071050,4.21123E+12,4.97241E+13,2018-03-31
071050,4.76323E+12,5.21609E+13,2018-06-30
071050,4.92087E+12,5.49064E+13,2018-09-30
071050,4.89793E+12,5.91057E+13,2018-12-31
071050,5.03759E+12,6.64342E+13,2019-03-31
071050,5.31016E+12,7.18726E+13,2019-06-30
071050,4.9543E+12,5.29139E+13,2019-09-30
071050,5.03298E+12,5.57333E+13,2019-12-31
071050,4.71063E+12,6.64436E+13,2020-03-31
071050,5.12742E+12,6.47513E+13,2020-06-30
071050,5.34485E+12,6.85179E+13,2020-09-30
071050,5.63232E+12,6.48054E+13,2020-12-31
071050,5.91748E+12,6.60538E+13,2021-03-31
071050,6.25895E+12,6.80316E+13,2021-06-30
071050,7.09767E+12,7.15331E+13,2021-09-30
071050,7.42812E+12,7.46085E+13,2021-12-31
071050,7.445E+12,7.73058E+13,2022-03-31
071050,7.60231E+12,7.84327E+13,2022-06-30
071050,7.93842E+12,8.39114E+13,2022-09-30
071050,7.70574E+12,7.86028E+13,2022-12-31
