단축코드,한글종목명,한글종목약명,상장일,기초지수명
219480,삼성KODEX S&P500선물증권상장지수투자신탁[주식-파생형](H),KODEX 미국S&P500선물(H),2015/05/29,S&P 500 Futures Total Return Index
152380,삼성KODEX10년국채선물증권상장지수투자신탁[채권-파생형],KODEX 국채선물10년,2012/01/20,10년국채선물지수
117700,삼성KODEX건설증권상장지수투자신탁[주식],KODEX 건설,2009/10/30,KRX 건설
214980,삼성KODEX단기채권PLUS증권상장지수투자신탁[채권],KODEX 단기채권PLUS,2015/03/03,KRW Cash PLUS 지수(총수익)
153130,삼성KODEX단기채권증권상장지수투자신탁[채권],KODEX 단기채권,2012/02/22,KRW Cash 지수(총수익)
185680,삼성KODEX미국바이오테크증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P바이오(합성),2013/10/31,S&P Biotechnology Select Industry Index
200030,삼성KODEX미국산업재증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P산업재(합성),2014/06/12,S&P Select Sector Industrial Index
140700,삼성KODEX보험증권상장지수투자신탁[주식],KODEX 보험,2011/04/26,KRX 보험
213610,삼성KODEX삼성그룹밸류증권상장지수투자신탁[주식],KODEX 삼성그룹밸류,2015/01/08,WISE 삼성그룹 밸류 인덱스
117460,삼성KODEX에너지화학증권상장지수투자신탁[주식],KODEX 에너지화학,2009/10/12,KRX 에너지화학
140710,삼성KODEX운송증권상장지수투자신탁[주식],KODEX 운송,2011/04/26,KRX 운송
117680,삼성KODEX철강증권상장지수투자신탁[주식],KODEX 철강,2009/10/30,KRX 철강
411540,신한 SOL 200 Top10증권상장지수투자신탁[주식],SOL 200 Top10,2021/12/09,코스피 200 Top 10 지수
295040,신한 SOL 200 Total Return증권상장지수투자신탁[주식],SOL 200TR,2018/04/23,코스피 200 TR
363510,신한 SOL KIS단기통안채증권상장지수투자신탁[채권],SOL KIS단기통안채,2020/09/09,KIS 단기통안채 Index(총수익)
292500,신한 SOL KRX300증권상장지수투자신탁[주식],SOL KRX300,2018/03/26,KRX 300
404650,신한 SOL KRX기후변화솔루션증권상장지수투자신탁[주식],SOL KRX기후변화솔루션,2021/10/29,KRX 기후변화 솔루션지수
400590,신한 SOL 글로벌탄소배출권선물IHS특별자산ETF[탄소배출권-파생형](합성),SOL 글로벌탄소배출권선물IHS(합성),2021/09/30,IHS Markit Global Carbon Index(Total Return)
433330,신한 SOL 미국S&P500 증권상장지수투자신탁[주식],SOL 미국S&P500,2022/06/21,S&P 500
399110,신한 SOL 미국S&P500ESG증권상장지수투자신탁[주식],SOL 미국S&P500ESG,2021/09/14,S&P500 ESG(PR)
400580,신한 SOL 유럽탄소배출권선물S&P특별자산상장지수투자신탁[탄소배출권-파생형](H),SOL 유럽탄소배출권선물S&P(H),2021/09/30,S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER
220130,신한 SOL 중국본토중소형CSI500증권상장지수투자신탁(주식-파생형)(합성 H),SOL 중국본토 중소형 CSI500(합성 H),2015/06/08,CSI 500 지수
415760,신한 SOL 차이나육성산업액티브증권상장지수투자신탁[주식혼합-파생형](합성),SOL 차이나육성산업액티브(합성),2022/01/13,STAR 50 Index(Price Return)
413220,신한 SOL 차이나태양광CSI증권상장지수투자신탁[주식혼합-파생형](합성),SOL 차이나태양광CSI(합성),2021/12/22,CSI Photovoltaic Industry Index(PR)
423170,신한 SOL 한국형글로벌반도체액티브증권상장지수투자신탁[주식-파생형],SOL 한국형글로벌반도체액티브,2022/04/12,S&P Global Semiconductor Korea Tilted Index(PR)
429980,신한 SOL 한국형글로벌전기차&2차전지액티브증권상장지수투자신탁[주식-파생형],SOL 한국형글로벌전기차&2차전지액티브,2022/06/14,FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR)
429990,신한 SOL 한국형글로벌플랫폼&메타버스액티브증권상장지수투자신탁[주식-파생형],SOL 한국형글로벌플랫폼&메타버스액티브,2022/06/14,Dow Jones Internet Korea Tilted Index(PR)
433220,에셋플러스 에셋플러스 글로벌대장장이액티브증권상장지수투자신탁(주식),에셋플러스 글로벌대장장이액티브,2022/06/28,S&P 500
407830,에셋플러스 에셋플러스 글로벌플랫폼액티브증권상장지수투자신탁(주식),에셋플러스 글로벌플랫폼액티브,2021/11/16,S&P 500
407820,에셋플러스 에셋플러스 코리아플랫폼액티브증권상장지수투자신탁(주식),에셋플러스 코리아플랫폼액티브,2021/11/16,FnGuide 플랫폼 지수(Price Return)
413930,우리 WOORI AI ESG액티브증권상장지수투자신탁(주식),WOORI AI ESG액티브,2022/01/05,MK-iSelect AI ESG 지수(시장가격지수)
426150,우리 WOORI 대한민국국고채액티브증권상장지수투자신탁(채권),WOORI 대한민국국고채액티브,2022/05/11,KAP 한국 국고채 총수익 지수
108590,유리 TREX200 증권상장지수투자신탁[주식],TREX 200,2009/01/23,코스피 200
145850,유리 TREX펀더멘탈200 증권상장지수투자신탁[주식],TREX 펀더멘탈 200,2011/09/23,FnGuide-RAFI 코리아200 지수
153270,키움 KOSEF 100 증권상장지수투자신탁(주식),KOSEF 코스피100,2012/02/28,코스피 100
148070,키움 KOSEF 10년 국고채 증권상장지수투자신탁[채권],KOSEF 국고채10년,2011/10/20,KIS 10년 국고채 지수 (총수익)
294400,키움 KOSEF 200 Total Return증권상장지수투자신탁[주식],KOSEF 200TR,2018/04/23,코스피 200 TR
069660,키움 KOSEF 200 상장지수증권투자신탁[주식],KOSEF 200,2002/10/14,코스피 200
331910,키움 KOSEF Fn중소형증권상장지수투자신탁[주식],KOSEF Fn중소형,2019/08/13,FnGuide-키움 스마트 중소형주 지수
100910,키움 KOSEF KRX100 상장지수증권투자신탁[주식],KOSEF KRX100,2008/01/23,KRX 100
200250,키움 KOSEF NIFTY50인디아증권상장지수투자신탁[주식-파생형](합성),KOSEF 인도Nifty50(합성),2014/06/26,Nifty 50 Index
104530,키움 KOSEF 고배당 상장지수증권투자신탁[주식],KOSEF 고배당,2008/07/29,MKF 웰스 고배당20
114470,키움 KOSEF 국고채 상장지수증권투자신탁[채권],KOSEF 국고채3년,2009/07/31,KTB INDEX(시장가격)
130730,키움 KOSEF 단기자금 증권상장지수투자신탁[채권],KOSEF 단기자금,2010/07/29,MK 머니마켓 지수(총수익)
411860,키움 KOSEF 독일DAX증권상장지수투자신탁[주식],KOSEF 독일DAX,2021/12/22,DAX Index(PR)
394340,키움 KOSEF 릭소글로벌디지털경제MSCI증권상장지수투자신탁[주식-재간접형],KOSEF 릭소글로벌디지털경제MSCI,2021/07/20,MSCI ACWI IMI 디지털 이코노미 ESG 지수(시장가격)
394350,키움 KOSEF 릭소글로벌퓨처모빌리티MSCI증권상장지수투자신탁[주식-재간접형],KOSEF 릭소글로벌퓨처모빌리티MSCI,2021/07/20,MSCI ACWI IMI 퓨처모빌리티 ESG 지수(시장가격)
430500,키움 KOSEF 물가채KIS증권상장지수투자신탁[채권],KOSEF 물가채KIS,2022/05/31,KIS TIPS 지수(총수익)
426330,키움 KOSEF 미국ETF산업STOXX증권상장지수투자신탁[주식],KOSEF 미국ETF산업STOXX,2022/04/26,STOXX USA ETF Industry Index (KRW)
138230,키움 KOSEF 미국달러선물 특별자산상장지수투자신탁[미국달러-파생형],KOSEF 미국달러선물,2011/02/24,미국달러선물지수
373790,키움 KOSEF 미국방어배당성장나스닥증권상장지수투자신탁[주식],KOSEF 미국방어배당성장나스닥,2020/12/24,Nasdaq US Low Volatility Dividend Achievers Index
104520,키움 KOSEF 블루칩 상장지수증권투자신탁[주식],KOSEF 블루칩,2008/07/29,MKF 블루칩
316670,키움 KOSEF 코스닥150증권상장지수투자신탁[주식],KOSEF 코스닥150,2019/01/22,코스닥 150
122260,키움 KOSEF 통안채 상장지수증권투자신탁[채권],KOSEF 통안채1년,2010/01/14,MK 통안채지수(총수익)
435530,키움 히어로즈 TDF2030액티브증권상장지수투자신탁[혼합-재간접형],히어로즈 TDF2030액티브,2022/06/30,Dow Jones Target 2030 Index (Total Return)
435540,키움 히어로즈 TDF2040액티브증권상장지수투자신탁[혼합-재간접형],히어로즈 TDF2040액티브,2022/06/30,Dow Jones Target 2040 Index (Total Return)
435550,키움 히어로즈 TDF2050액티브증권상장지수투자신탁[혼합-재간접형],히어로즈 TDF2050액티브,2022/06/30,Dow Jones Target 2050 Index (Total Return)
437550,키움 히어로즈 글로벌리츠이지스액티브부동산상장지수투자신탁[REITs-재간접형],히어로즈 글로벌리츠이지스액티브,2022/07/29,S&P Global REIT Index
419890,키움 히어로즈 단기채권ESG액티브증권상장지수투자신탁[채권],히어로즈 단기채권ESG액티브,2022/03/03,KIS ESG 9M~1.5Y
429870,키움 히어로즈 리츠이지스액티브부동산상장지수투자신탁[REITs-재간접형],히어로즈 리츠이지스액티브,2022/05/24,iSelect 리츠 지수
385720,타임폴리오 TIMEFOLIO Kstock액티브증권상장지수투자신탁[주식],TIMEFOLIO Kstock액티브,2021/05/25,코스피
410870,타임폴리오 TIMEFOLIO K컬처액티브증권상장지수투자신탁[주식],TIMEFOLIO K컬처액티브,2021/12/15,FnGuide K-컬처 지수
426020,타임폴리오 TIMEFOLIO 미국S&P500액티브증권상장지수투자신탁[주식-파생형],TIMEFOLIO 미국S&P500액티브,2022/05/11,S&P 500
426030,타임폴리오 TIMEFOLIO 미국나스닥100액티브증권상장지수투자신탁[주식-파생형],TIMEFOLIO 미국나스닥100액티브,2022/05/11,NASDAQ 100
385710,타임폴리오 TIMEFOLIO 이노베이션액티브증권상장지수투자신탁[주식],TIMEFOLIO 이노베이션액티브,2021/05/25,KRX BBIG K-뉴딜지수
404120,타임폴리오 TIMEFOLIO 탄소중립액티브증권상장지수투자신탁[주식],TIMEFOLIO 탄소중립액티브,2021/10/29,KRX 기후변화 솔루션지수
168300,하나UBS KTOP KOSPI50 증권상장지수투자신탁[주식],KTOP 코스피50,2012/11/12,코스피 50
422260,한국밸류 VITA MZ소비액티브증권상장지수투자신탁(주식),VITA MZ소비액티브,2022/03/29,FnGuide MZ 소비 지수
332500,한국투자 KINDEX 200 Total Return증권상장지수투자신탁(주식),KINDEX 200TR,2019/08/28,코스피 200 TR
385590,한국투자 KINDEX ESG액티브증권상장지수투자신탁(주식),KINDEX ESG액티브,2021/05/25,MSCI Korea Country ESG Leaders Custom Capped Price return Index
380340,한국투자 KINDEX Fn5G플러스증권상장지수투자신탁(주식),KINDEX Fn5G플러스,2021/04/02,FnGuide 5G플러스 지수 (시장가격)
414270,한국투자 KINDEX G2전기차&자율주행액티브증권상장지수투자신탁(주식),KINDEX G2전기차&자율주행액티브,2022/02/15,FactSet US-China Electric&Autonomous Vehicle Price Return Index
368470,한국투자 KINDEX K-뉴딜디지털플러스증권상장지수투자신탁(주식),KINDEX Fn K-뉴딜디지털플러스,2020/11/10,FnGuide K-뉴딜 디지털 플러스 지수
356540,한국투자 KINDEX KIS종합채권(AA-이상)액티브증권상장지수투자신탁(채권),KINDEX 종합채권(AA-이상)KIS액티브,2020/07/21,KIS 종합채권 AA-이상 총수익 지수(Total return Index)
411060,한국투자 KINDEX KRX금현물특별자산상장지수투자신탁(금),KINDEX KRX금현물,2021/12/15,KRX 금현물지수
277540,한국투자 KINDEX S&P아시아TOP50증권상장지수투자신탁(주식),KINDEX 아시아TOP50S&P,2017/08/23,S&P ASIA50 Price Return Index
114460,한국투자 KINDEX 국고채 증권 상장지수투자신탁(채권),KINDEX 국고채3년,2009/07/31,KTB INDEX(시장가격)
365780,한국투자 KINDEX 국고채10년증권상장지수투자신탁(채권),KINDEX 국고채10년,2020/10/15,KIS 10년 국고채 지수 (총수익)
411050,한국투자 KINDEX 글로벌메타버스테크액티브증권상장지수투자신탁(주식),KINDEX 글로벌메타버스테크액티브,2021/12/22,Bloomberg Global Digital Media & Tech Select Price Return Index
435040,한국투자 KINDEX 글로벌브랜드TOP10블룸버그증권상장지수투자신탁(주식),KINDEX 글로벌브랜드TOP10블룸버그,2022/06/28,Bloomberg Global Select Industry Leaders TOP10 Index(PR)
181480,한국투자 KINDEX 다우존스 미국 리츠부동산 상장지수투자신탁(파생형)(합성 H),KINDEX 미국다우존스리츠(합성 H),2013/08/01,Dow Jones U.S. Real Estate Index
190620,한국투자 KINDEX 단기자금 증권 상장지수투자신탁(채권),KINDEX 단기통안채,2013/12/23,KIS MSB 단기지수(총수익)
265690,한국투자 KINDEX 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),KINDEX 러시아MSCI(합성),2017/03/21,MSCI Russia 25% Capped Price Return Index
291130,한국투자 KINDEX 멕시코MSCI증권상장지수투자신탁(주식-파생형)(합성),KINDEX 멕시코MSCI(합성),2018/03/09,MSCI MEXICO IMI 25/50 Price return Index
342140,한국투자 KINDEX 모닝스타싱가포르리츠30증권상장지수투자신탁(채권혼합-파생형),KINDEX 싱가포르리츠채권혼합모닝스타,2019/12/27,Morningstar Singapore REIT Yield Focus Income Protection Index
280320,한국투자 KINDEX 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H),KINDEX 미국IT인터넷S&P(합성 H),2017/10/17,다우존스 인터넷 종합지수
360200,한국투자 KINDEX 미국S&P500증권상장지수투자신탁(주식),KINDEX 미국S&P500,2020/08/07,S&P 500
309230,한국투자 KINDEX 미국WideMoat가치주증권상장지수투자신탁(주식),KINDEX 미국WideMoat가치주,2018/10/25,MorningStar Wide Moat Focus Index
402970,한국투자 KINDEX 미국고배당S&P증권상장지수투자신탁(주식),KINDEX 미국고배당S&P,2021/10/21,Dow Jones U.S. Dividend 100 Price Return Index
367380,한국투자 KINDEX 미국나스닥100증권상장지수투자신탁(주식),KINDEX 미국나스닥100,2020/10/29,NASDAQ 100
391590,한국투자 KINDEX 미국스팩&IPO INDXX증권상장지수투자신탁(주식),KINDEX 미국스팩&IPO INDXX,2021/08/05,Indxx SPAC & NEXTGEN IPO Price return Index
391600,한국투자 KINDEX 미국친환경그린테마INDXX증권상장지수투자신탁(주식),KINDEX 미국친환경그린테마INDXX,2021/08/05,Indxx US Green Infrastructure Price return Index
143460,한국투자 KINDEX 밸류대형 증권 상장지수투자신탁(주식),KINDEX 밸류대형,2011/06/21,FnGuide-RAFI 코리아 대형 지수
245710,한국투자 KINDEX 베트남VN30증권상장지수투자신탁(주식-파생형)(합성),KINDEX 베트남VN30(합성),2016/07/01,VN30 Index(PR)
131890,한국투자 KINDEX 삼성그룹주 동일가중 증권 상장지수투자신탁(주식),KINDEX 삼성그룹동일가중,2010/09/17,MKF SAMs EW 지수
108450,한국투자 KINDEX 삼성그룹주SW 증권 상장지수투자신탁(주식),KINDEX 삼성그룹섹터가중,2009/02/03,MKF SAMs SW
226380,한국투자 KINDEX 성장소비주도주증권상장지수투자신탁(주식),KINDEX Fn성장소비주도주,2015/08/19,FnGuide 성장소비주도 지수
322130,한국투자 KINDEX 스마트로우볼증권상장지수투자신탁(주식),KINDEX 스마트로우볼,2019/04/16,FnGuide 스마트 로우볼 지수
272220,한국투자 KINDEX 스마트모멘텀증권상장지수투자신탁(주식),KINDEX 스마트모멘텀,2017/07/11,FnGuide 스마트 모멘텀 지수
272230,한국투자 KINDEX 스마트밸류증권상장지수투자신탁(주식),KINDEX 스마트밸류,2017/07/11,FnGuide 스마트 밸류 지수
322120,한국투자 KINDEX 스마트퀄리티증권상장지수투자신탁(주식),KINDEX 스마트퀄리티,2019/04/16,FnGuide 스마트 퀄리티 지수
322150,한국투자 KINDEX 스마트하이베타증권상장지수투자신탁(주식),KINDEX 스마트하이베타,2019/04/16,FnGuide 스마트 하이베타 지수
316300,한국투자 KINDEX 싱가포르리츠부동산상장지수투자신탁(재간접형),KINDEX 싱가포르리츠,2019/01/29,Morningstar Singapore REIT Yield Focus Index(PR)
433500,한국투자 KINDEX 원자력테마딥서치증권상장지수투자신탁(주식),KINDEX 원자력테마딥서치,2022/06/28,DeepSearch 원자력테마 지수 (시장가격지수)
256440,한국투자 KINDEX 인도네시아MSCI증권상장지수투자신탁(주식-파생형)(합성),KINDEX 인도네시아MSCI(합성),2016/11/01,MSCI Indonesia Index
238720,한국투자 KINDEX 일본Nikkei225증권상장지수투자신탁(주식-파생형)(H),KINDEX 일본Nikkei225(H),2016/03/03,Nikkei 225
416090,한국투자 KINDEX 중국과창판STAR50증권상장지수투자신탁(주식),KINDEX 중국과창판STAR50,2022/01/13,STAR 50 Index(Price Return)
168580,한국투자 KINDEX 중국본토 CSI300 증권 자상장지수투자신탁(주식-파생형),KINDEX 중국본토CSI300,2012/11/29,CSI 300 Index
272910,한국투자 KINDEX 중장기국공채액티브증권상장지수투자신탁(채권),KINDEX 중장기국공채액티브,2017/06/29,KIS 종합채권국공채1-10Y지수
371870,한국투자 KINDEX 차이나항셍테크증권상장지수투자신탁(주식),KINDEX 차이나항셍테크,2020/12/16,Hang Seng TECH Index
385600,한국투자 KINDEX 친환경자동차밸류체인액티브증권상장지수투자신탁(주식),KINDEX 친환경자동차밸류체인액티브,2021/05/25,FnGuide 친환경 자동차 밸류체인 지수
354500,한국투자 KINDEX 코스닥150증권상장지수투자신탁(주식),KINDEX 코스닥150,2020/05/07,코스닥 150
251890,한국투자 KINDEX 코스닥증권상장지수투자신탁(주식-파생형)(합성),KINDEX 코스닥(합성),2016/09/06,코스닥
305050,한국투자 KINDEX 코스피증권상장지수투자신탁(주식),KINDEX 코스피,2018/10/05,코스피
261920,한국투자 KINDEX 필리핀MSCI증권상장지수투자신탁(주식-파생형)(합성),KINDEX 필리핀MSCI(합성),2016/12/28,MSCI Philippines IMI Index
105190,한국투자 KINDEX200 증권 상장지수투자신탁(주식),KINDEX 200,2008/09/25,코스피 200
152100,한화 ARIRANG 200 증권상장지수투자신탁(주식),ARIRANG 200,2012/01/10,코스피 200
295820,한화 ARIRANG 200동일가중증권상장지수투자신탁(주식),ARIRANG 200동일가중,2018/05/11,코스피 200 동일가중지수
395750,한화 ARIRANG ESG가치주액티브증권상장지수투자신탁(주식),ARIRANG ESG가치주액티브,2021/07/30,FnGuide 한화 ESG 가치 지수
395760,한화 ARIRANG ESG성장주액티브증권상장지수투자신탁(주식),ARIRANG ESG성장주액티브,2021/07/30,FnGuide 한화 ESG 성장 지수
278420,한화 ARIRANG ESG우수기업증권상장지수투자신탁(주식),ARIRANG ESG우수기업,2017/08/31,WISE ESG우수기업 지수
429740,한화 ARIRANG Fn K리츠 부동산상장지수투자신탁(재간접형),ARIRANG Fn K리츠,2022/05/24,FnGuide 리츠 지수
436180,한화 ARIRANG K-유니콘투자기업액티브증권상장지수투자신탁(주식),ARIRANG K-유니콘투자기업액티브,2022/07/13,FnGuide K-유니콘 투자기업 지수
227830,한화 ARIRANG KOSPI 증권상장지수투자신탁(주식),ARIRANG 코스피,2015/09/23,코스피
122090,한화 ARIRANG KOSPI50 증권 상장지수투자신탁[주식],ARIRANG 코스피50,2010/01/07,코스피 50
292750,한화 ARIRANG KRX300증권상장지수투자신탁(주식),ARIRANG KRX300,2018/03/26,KRX 300
309210,한화 ARIRANG KRX300헬스케어증권상장지수투자신탁(주식),ARIRANG KRX300헬스케어,2018/11/08,KRX300 헬스케어
333940,한화 ARIRANG KS로우볼가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS로우볼가중TR,2019/09/05,FnGuide KS 로우볼 가중 TR 지수
333950,한화 ARIRANG KS로우사이즈가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS로우사이즈가중TR,2019/09/05,FnGuide KS 로우사이즈 가중 TR 지수
333960,한화 ARIRANG KS모멘텀가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS모멘텀가중TR,2019/09/05,FnGuide KS 모멘텀 가중 TR 지수
333970,한화 ARIRANG KS밸류가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS밸류가중TR,2019/09/05,FnGuide KS 밸류 가중 TR 지수
333980,한화 ARIRANG KS퀄리티가중 Total Return증권상장지수투자신탁(주식),ARIRANG KS퀄리티가중TR,2019/09/05,FnGuide KS 퀄리티 가중 TR 지수
269540,한화 ARIRANG S&P500증권상장지수투자신탁(주식-파생)(H),ARIRANG 미국S&P500(H),2017/05/16,S&P 500
269530,한화 ARIRANG S&P글로벌인프라 증권상장지수투자신탁(주식),ARIRANG S&P글로벌인프라,2017/05/16,S&P Global Infrastructure Index
433850,한화 ARIRANG TDF2030액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2030액티브,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2030 Index (Gross Return)
433860,한화 ARIRANG TDF2040액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2040액티브,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2040 Index (Gross Return)
433870,한화 ARIRANG TDF2050액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2050액티브,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2050 Index (Gross Return)
433880,한화 ARIRANG TDF2060액티브증권상장지수투자신탁(혼합-재간접형),ARIRANG TDF2060액티브,2022/06/30,Morningstar Korea Lifetime Allocation Moderate 2060 Index (Gross Return)
421320,한화 ARIRANG iSelect우주항공&UAM증권상장지수투자신탁(주식),ARIRANG iSelect우주항공&UAM,2022/03/29,iSelect 우주항공UAM 지수
251590,한화 ARIRANG 고배당저변동50증권상장지수투자신탁(주식),ARIRANG 고배당저변동50,2016/08/11,FnGuide 고배당저변동50 지수
161510,한화 ARIRANG 고배당주 증권상장지수투자신탁(주식),ARIRANG 고배당주,2012/08/29,FnGuide 배당주 지수
251600,한화 ARIRANG 고배당주채권혼합증권상장지수투자신탁(채권혼합-파생형),ARIRANG 고배당주채권혼합,2016/08/11,FnGuide 고배당 채권혼합 지수
289670,한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형),ARIRANG 국채선물10년,2018/02/07,10년국채선물지수
298340,한화 ARIRANG 국채선물3년증권상장지수투자신탁(채권-파생형),ARIRANG 국채선물3년,2018/06/08,국채선물지수
419650,한화 ARIRANG 글로벌수소&차세대연료전지MV증권상장지수투자신탁(주식),ARIRANG 글로벌수소&차세대연료전지MV,2022/02/15,BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격)
415920,한화 ARIRANG 글로벌희토류전략자원기업MV증권상장지수투자신탁(주식),ARIRANG 글로벌희토류전략자원기업MV,2022/01/18,MVIS Global Rare Earth/Strategic Metals Index (Price Return)
278620,한화 ARIRANG 단기채권액티브증권상장지수투자신탁(채권),ARIRANG 단기채권액티브,2017/09/26,"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)"
429760,한화 ARIRANG 미국S&P500 증권상장지수투자신탁(주식),ARIRANG 미국S&P500,2022/05/31,S&P 500
287180,한화 ARIRANG 미국나스닥테크증권상장지수투자신탁(주식),ARIRANG 미국나스닥테크,2017/12/13,NASDAQ 100 Technology Sector Index
332610,한화 ARIRANG 미국단기우량회사채증권상장지수투자신탁(채권),ARIRANG 미국단기우량회사채,2019/08/20,ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수)
426410,한화 ARIRANG 미국대체투자Top10MV 증권상장지수투자신탁(주식),ARIRANG 미국대체투자Top10MV,2022/05/11,BlueStar Top 10 US Listed Alternative Asset Managers Index (시장가격)
332620,한화 ARIRANG 미국장기우량회사채증권상장지수투자신탁(채권),ARIRANG 미국장기우량회사채,2019/08/20,ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수)
238670,한화 ARIRANG 스마트베타Quality채권혼합증권상장지수투자신탁(채권혼합-파생형),ARIRANG 스마트베타Quality채권혼합,2016/02/24,WISE-KAP 스마트베타 Quality 채권혼합지수
256450,한화 ARIRANG 심천차이넥스트증권상장지수투자신탁(주식-파생형)(합성),ARIRANG 심천차이넥스트(합성),2016/11/08,SZSE ChiNext Price Index
239660,한화 ARIRANG 우량회사채50증권상장지수투자신탁(채권),ARIRANG 우량회사채50 1년,2016/03/22,KOBI HALF CREDIT Index(총수익)
280920,한화 ARIRANG 주도업종증권상장지수투자신탁[주식],ARIRANG 주도업종,2017/10/17,FnGuide 주도업종 지수
266550,한화 ARIRANG 중형주저변동50증권상장지수투자신탁[주식],ARIRANG 중형주저변동50,2017/03/28,FnGuide 중형주저변동50지수
301400,한화 ARIRANG 코스닥150증권상장지수투자신탁(주식),ARIRANG 코스닥150,2018/07/05,코스닥 150
328370,한화 ARIRANG 코스피TotalReturn증권상장지수투자신탁(주식),ARIRANG 코스피TR,2019/06/25,코스피 TR
301440,한화 ARIRANG 코스피중형주증권상장지수투자신탁(주식),ARIRANG 코스피중형주,2018/07/05,코스피 중형주
376250,한화 ARIRANG 탄소효율그린뉴딜증권상장지수투자신탁(주식),ARIRANG 탄소효율그린뉴딜,2021/02/05,KRX/S&P 탄소효율 그린뉴딜지수
213630,한화ARIRANG DJ US Select Dividend 증권상장지수투자신탁(주식-파생형)(합성 H),ARIRANG 미국다우존스고배당주(합성 H),2015/01/26,Dow Jones U.S Select Dividend Index(시장가격지수)
189400,한화ARIRANG MSCI AC World 증권상장지수투자신탁(주식-파생형)(합성 H),ARIRANG 글로벌MSCI(합성 H),2013/12/10,MSCI ACWI Index
195970,한화ARIRANG MSCI EAFE 증권상장지수투자신탁(주식-파생형)(합성 H),ARIRANG 선진국MSCI(합성 H),2014/05/13,MSCI EAFE Index
195980,한화ARIRANG MSCI Emerging Markets 증권상장지수투자신탁(주식-파생형)(합성 H),ARIRANG 신흥국MSCI(합성 H),2014/05/13,MSCI EM Index
433250,현대 UNICORN R&D 액티브증권상장지수투자신탁(주식),UNICORN R&D 액티브,2022/07/06,코스피 200
215620,흥국 HK S&P로우볼증권상장지수투자신탁(주식),HK S&P코리아로우볼,2015/03/25,S&P Korea 저변동성 지수
391670,흥국 HK 베스트일레븐액티브증권상장지수투자신탁(주식),HK 베스트일레븐액티브,2021/07/06,코스피 200
391680,흥국 HK 하이볼액티브증권상장지수투자신탁(주식),HK 하이볼액티브,2021/07/06,코스피 200
